date,series_id,cost,orders,impressions,clicks
2021-05-06,NewWave|Paid Search|Brand,817.273023035167,4.0,3704.0,862.0
2021-05-06,NewWave|Paid Search|Nonbrand,1790.32875812954,2.0,3367.0,237.0
2021-05-06,NewWave|Paid Social| ,719.857368851314,1.0,88191.0,235.0
2021-05-06,Sparklight|Paid Search|Brand,2612.00637179491,28.0,9878.0,2933.0
2021-05-06,Sparklight|Paid Search|Nonbrand,2286.23992369998,3.0,2898.0,265.0
2021-05-06,Sparklight|Paid Social| ,612.616104469922,1.0,60802.0,106.0
2021-05-07,Cable One|Paid Search|Brand,1357.3375049326,5.0,4908.0,725.0
2021-05-07,NewWave|Paid Search|Brand,752.171989093175,3.0,4570.0,821.0
2021-05-07,NewWave|Paid Search|Nonbrand,1478.34345309161,1.0,3528.0,228.0
2021-05-07,NewWave|Paid Social| ,723.141628219316,1.0,87742.0,224.0
2021-05-07,Sparklight|Paid Search|Brand,2422.14804088778,31.0,9115.0,2657.0
2021-05-07,Sparklight|Paid Search|Nonbrand,2374.01153640402,2.0,2972.0,273.0
2021-05-07,Sparklight|Paid Social| ,739.366346006568,0.0,65966.0,137.0
2021-05-08,Cable One|Paid Search|Brand,1012.81882627907,4.0,3650.0,873.0
2021-05-08,NewWave|Paid Search|Brand,553.863186107932,2.0,3593.0,564.0
2021-05-08,NewWave|Paid Search|Nonbrand,1641.31659339275,1.0,3146.0,220.0
2021-05-08,NewWave|Paid Social| ,749.101424788019,2.0,97231.0,240.0
2021-05-08,Sparklight|Paid Search|Brand,1712.20923798647,25.0,7984.0,2143.0
2021-05-08,Sparklight|Paid Search|Nonbrand,2539.99736853348,4.0,2972.0,264.0
2021-05-08,Sparklight|Paid Social| ,717.675301789761,0.0,67515.0,121.0
2021-05-09,Cable One|Paid Search|Brand,945.008324817657,4.0,3821.0,896.0
2021-05-09,NewWave|Paid Search|Brand,585.874891044643,5.0,3383.0,371.0
2021-05-09,NewWave|Paid Search|Nonbrand,1818.48438226171,1.0,3184.0,210.0
2021-05-09,NewWave|Paid Social| ,790.942880444772,2.0,100684.0,255.0
2021-05-09,Sparklight|Paid Search|Brand,1649.20584574177,25.0,8017.0,1997.0
2021-05-09,Sparklight|Paid Search|Nonbrand,2523.26816019187,4.0,3095.0,263.0
2021-05-09,Sparklight|Paid Social| ,736.182571116116,0.0,70980.0,149.0
2021-05-10,Cable One|Paid Search|Brand,1404.14240341784,6.0,4569.0,915.0
2021-05-10,NewWave|Paid Search|Brand,688.526640837802,1.0,3066.0,774.0
2021-05-10,NewWave|Paid Search|Nonbrand,1981.91165172401,2.0,3189.0,228.0
2021-05-10,NewWave|Paid Social| ,855.442686712389,2.0,93262.0,221.0
2021-05-10,Sparklight|Paid Search|Brand,1967.41214337833,34.0,8097.0,2383.0
2021-05-10,Sparklight|Paid Search|Nonbrand,3018.25553270917,5.0,4118.0,409.0
2021-05-10,Sparklight|Paid Social| ,813.334088471819,2.0,100785.0,165.0
2021-05-11,Cable One|Paid Search|Brand,1390.71870009423,5.0,4682.0,777.0
2021-05-11,NewWave|Paid Search|Brand,648.188471153929,2.0,3066.0,699.0
2021-05-11,NewWave|Paid Search|Nonbrand,1518.18923495489,1.0,3292.0,241.0
2021-05-11,NewWave|Paid Social| ,810.633706556327,2.0,87471.0,223.0
2021-05-11,Sparklight|Paid Search|Brand,1853.5547358307,27.0,8075.0,2301.0
2021-05-11,Sparklight|Paid Search|Nonbrand,3200.2373777082,6.0,3830.0,317.0
2021-05-11,Sparklight|Paid Social| ,748.500468746882,1.0,70215.0,151.0
2021-05-12,Cable One|Paid Search|Brand,1380.7753550705,5.0,4487.0,752.0
2021-05-12,NewWave|Paid Search|Brand,847.437260666515,3.0,4501.0,658.0
2021-05-12,NewWave|Paid Search|Nonbrand,2143.13003173952,2.0,3352.0,223.0
2021-05-12,NewWave|Paid Social| ,836.790577535845,2.0,88254.0,228.0
2021-05-12,Sparklight|Paid Search|Brand,2589.38240727575,30.0,9524.0,2844.0
2021-05-12,Sparklight|Paid Search|Nonbrand,3019.18118301619,5.0,4006.0,401.0
2021-05-12,Sparklight|Paid Social| ,781.919408240641,2.0,71898.0,159.0
2021-05-13,Cable One|Paid Search|Brand,1284.68933208046,5.0,4784.0,789.0
2021-05-13,NewWave|Paid Search|Brand,787.045575995831,3.0,4134.0,823.0
2021-05-13,NewWave|Paid Search|Nonbrand,1929.93544912354,2.0,3613.0,223.0
2021-05-13,NewWave|Paid Social| ,730.587271844002,1.0,84678.0,227.0
2021-05-13,Sparklight|Paid Search|Brand,2636.65994612729,30.0,9594.0,2888.0
2021-05-13,Sparklight|Paid Search|Nonbrand,2569.36252939823,4.0,3483.0,269.0
2021-05-13,Sparklight|Paid Social| ,722.563582643468,1.0,65144.0,126.0
2021-05-14,Cable One|Paid Search|Brand,1267.78639469701,5.0,4737.0,813.0
2021-05-14,NewWave|Paid Search|Brand,734.842289325792,3.0,4356.0,827.0
2021-05-14,NewWave|Paid Search|Nonbrand,1985.58338913143,2.0,3194.0,207.0
2021-05-14,NewWave|Paid Social| ,604.290186530127,0.0,66198.0,174.0
2021-05-14,Sparklight|Paid Search|Brand,2656.98365733264,32.0,10801.0,3093.0
2021-05-14,Sparklight|Paid Search|Nonbrand,3592.93859601215,6.0,3830.0,316.0
2021-05-14,Sparklight|Paid Social| ,670.04725151423,1.0,70649.0,121.0
2021-05-15,Cable One|Paid Search|Brand,977.131540281898,3.0,2785.0,852.0
2021-05-15,NewWave|Paid Search|Brand,596.513287518479,0.0,3663.0,499.0
2021-05-15,NewWave|Paid Search|Nonbrand,1664.82305779087,1.0,3283.0,216.0
2021-05-15,NewWave|Paid Social| ,553.352449894751,0.0,58610.0,141.0
2021-05-15,Sparklight|Paid Search|Brand,1903.53065498151,33.0,8353.0,2225.0
2021-05-15,Sparklight|Paid Search|Nonbrand,3213.59000905709,5.0,3756.0,350.0
2021-05-15,Sparklight|Paid Social| ,661.673363022316,1.0,68853.0,132.0
2021-05-16,Cable One|Paid Search|Brand,931.417440112273,4.0,2749.0,877.0
2021-05-16,NewWave|Paid Search|Brand,647.708424835195,1.0,3995.0,622.0
2021-05-16,NewWave|Paid Search|Nonbrand,1660.84529094379,1.0,3299.0,218.0
2021-05-16,NewWave|Paid Social| ,501.590488713453,0.0,59364.0,126.0
2021-05-16,Sparklight|Paid Search|Brand,1836.34668489506,32.0,8435.0,2219.0
2021-05-16,Sparklight|Paid Search|Nonbrand,2984.26427465449,5.0,3940.0,435.0
2021-05-16,Sparklight|Paid Social| ,622.704682382374,1.0,58743.0,128.0
2021-05-17,Cable One|Paid Search|Brand,1480.36536496561,6.0,4827.0,1054.0
2021-05-17,NewWave|Paid Search|Brand,820.754937680047,3.0,4190.0,790.0
2021-05-17,NewWave|Paid Search|Nonbrand,1684.95068768823,2.0,3317.0,237.0
2021-05-17,NewWave|Paid Social| ,499.872536457677,1.0,60480.0,120.0
2021-05-17,Sparklight|Paid Search|Brand,2658.10991186974,34.0,11330.0,3265.0
2021-05-17,Sparklight|Paid Search|Nonbrand,3976.80053609338,7.0,4001.0,343.0
2021-05-17,Sparklight|Paid Social| ,597.656421130245,1.0,58669.0,107.0
2021-05-18,Cable One|Paid Search|Brand,1485.06718638556,5.0,4944.0,1037.0
2021-05-18,NewWave|Paid Search|Brand,797.853481128257,3.0,4001.0,778.0
2021-05-18,NewWave|Paid Search|Nonbrand,1751.86082343432,2.0,3445.0,233.0
2021-05-18,NewWave|Paid Social| ,498.900973505994,1.0,57334.0,127.0
2021-05-18,Sparklight|Paid Search|Brand,2719.03860263303,23.0,11934.0,3191.0
2021-05-18,Sparklight|Paid Search|Nonbrand,3948.09532296498,7.0,3882.0,328.0
2021-05-18,Sparklight|Paid Social| ,571.088047224745,1.0,56360.0,96.0
2021-05-19,Cable One|Paid Search|Brand,1409.45503565064,5.0,4752.0,989.0
2021-05-19,NewWave|Paid Search|Brand,1048.16821451298,7.0,4861.0,916.0
2021-05-19,NewWave|Paid Search|Nonbrand,1757.06049646304,2.0,3369.0,233.0
2021-05-19,NewWave|Paid Social| ,507.622083469346,0.0,56310.0,129.0
2021-05-19,Sparklight|Paid Search|Brand,3510.64974809094,26.0,14335.0,3574.0
2021-05-19,Sparklight|Paid Search|Nonbrand,3375.16876908866,6.0,3756.0,320.0
2021-05-19,Sparklight|Paid Social| ,578.409851585947,0.0,57805.0,98.0
2021-05-20,Cable One|Paid Search|Brand,1246.34770068844,5.0,4608.0,812.0
2021-05-20,NewWave|Paid Search|Brand,840.226602137165,5.0,3512.0,979.0
2021-05-20,NewWave|Paid Search|Nonbrand,1695.89290505595,2.0,3634.0,233.0
2021-05-20,NewWave|Paid Social| ,505.556176464873,0.0,55799.0,118.0
2021-05-20,Sparklight|Paid Search|Brand,2855.7696350674,26.0,13346.0,3350.0
2021-05-20,Sparklight|Paid Search|Nonbrand,3347.0796986782,5.0,3716.0,319.0
2021-05-20,Sparklight|Paid Social| ,572.966600826851,1.0,57398.0,97.0
2021-05-21,Cable One|Paid Search|Brand,1228.6188270081,5.0,3963.0,812.0
2021-05-21,NewWave|Paid Search|Brand,755.225290639475,9.0,4371.0,880.0
2021-05-21,NewWave|Paid Search|Nonbrand,1543.01456968461,1.0,3290.0,223.0
2021-05-21,NewWave|Paid Social| ,505.614011489624,0.0,55988.0,112.0
2021-05-21,Sparklight|Paid Search|Brand,2709.94209134063,27.0,11656.0,3213.0
2021-05-21,Sparklight|Paid Search|Nonbrand,3430.39397123044,6.0,3716.0,319.0
2021-05-21,Sparklight|Paid Social| ,581.76093925226,0.0,58379.0,99.0
2021-05-22,Cable One|Paid Search|Brand,898.959186571265,4.0,3129.0,846.0
2021-05-22,NewWave|Paid Search|Brand,623.530559173762,2.0,4061.0,569.0
2021-05-22,NewWave|Paid Search|Nonbrand,1263.18402897125,1.0,3168.0,188.0
2021-05-22,NewWave|Paid Social| ,499.163834077118,0.0,58908.0,120.0
2021-05-22,Sparklight|Paid Search|Brand,1716.31996831464,29.0,7952.0,2074.0
2021-05-22,Sparklight|Paid Search|Nonbrand,2761.84537085928,4.0,3882.0,365.0
2021-05-22,Sparklight|Paid Social| ,605.560088047146,1.0,61814.0,115.0
2021-05-23,Cable One|Paid Search|Brand,860.750264154965,3.0,2677.0,760.0
2021-05-23,NewWave|Paid Search|Brand,581.846092439016,4.0,3617.0,298.0
2021-05-23,NewWave|Paid Search|Nonbrand,1195.20477400557,1.0,3530.0,184.0
2021-05-23,NewWave|Paid Social| ,498.037958475286,0.0,57691.0,122.0
2021-05-23,Sparklight|Paid Search|Brand,1785.7681387666,29.0,8472.0,2067.0
2021-05-23,Sparklight|Paid Search|Nonbrand,3013.30987431937,5.0,3882.0,437.0
2021-05-23,Sparklight|Paid Social| ,627.272555708501,0.0,58155.0,120.0
2021-05-24,Cable One|Paid Search|Brand,1167.73253572676,4.0,3532.0,784.0
2021-05-24,NewWave|Paid Search|Brand,569.86068602512,2.0,2421.0,735.0
2021-05-24,NewWave|Paid Search|Nonbrand,1305.24685736303,1.0,3619.0,206.0
2021-05-24,NewWave|Paid Social| ,448.184443491142,1.0,53690.0,96.0
2021-05-24,Sparklight|Paid Search|Brand,1848.82635817234,31.0,8205.0,2245.0
2021-05-24,Sparklight|Paid Search|Nonbrand,2378.44876933425,4.0,2972.0,266.0
2021-05-24,Sparklight|Paid Social| ,561.700925640693,1.0,56116.0,91.0
2021-05-25,Cable One|Paid Search|Brand,1097.10719626738,4.0,2872.0,717.0
2021-05-25,NewWave|Paid Search|Brand,515.56260993327,3.0,2521.0,627.0
2021-05-25,NewWave|Paid Search|Nonbrand,1350.02706252575,1.0,3644.0,208.0
2021-05-25,NewWave|Paid Social| ,342.12919026346,0.0,35350.0,104.0
2021-05-25,Sparklight|Paid Search|Brand,1715.97786519887,28.0,7848.0,2151.0
2021-05-25,Sparklight|Paid Search|Nonbrand,2228.39216537416,3.0,2972.0,235.0
2021-05-25,Sparklight|Paid Social| ,409.586630638785,0.0,34489.0,58.0
2021-05-26,Cable One|Paid Search|Brand,1067.07734929052,4.0,2835.0,681.0
2021-05-26,NewWave|Paid Search|Brand,519.492810190815,2.0,2353.0,671.0
2021-05-26,NewWave|Paid Search|Nonbrand,813.911557130373,1.0,3868.0,190.0
2021-05-26,NewWave|Paid Social| ,124.697606970848,0.0,13127.0,38.0
2021-05-26,Sparklight|Paid Search|Brand,2247.01791068807,31.0,8872.0,2789.0
2021-05-26,Sparklight|Paid Search|Nonbrand,2912.69980064645,4.0,3882.0,394.0
2021-05-26,Sparklight|Paid Social| ,157.702528910675,0.0,14623.0,31.0
2021-05-27,Cable One|Paid Search|Brand,1001.43030504161,4.0,3262.0,679.0
2021-05-27,NewWave|Paid Search|Brand,525.397488082984,2.0,2440.0,713.0
2021-05-27,NewWave|Paid Search|Nonbrand,475.427859828889,1.0,5367.0,193.0
2021-05-27,NewWave|Paid Social| ,46.1894077954264,0.0,6267.0,9.0
2021-05-27,Sparklight|Paid Search|Brand,2921.69488346369,26.0,13384.0,3377.0
2021-05-27,Sparklight|Paid Search|Nonbrand,2851.66720204783,4.0,3882.0,393.0
2021-05-27,Sparklight|Paid Social| ,33.4975927278263,0.0,3652.0,9.0
2021-05-28,Cable One|Paid Search|Brand,982.119240153273,4.0,3273.0,674.0
2021-05-28,NewWave|Paid Search|Brand,469.292941208639,2.0,3133.0,622.0
2021-05-28,NewWave|Paid Search|Nonbrand,687.369952231229,1.0,4740.0,183.0
2021-05-28,NewWave|Paid Social| ,55.4610749467762,0.0,7255.0,11.0
2021-05-28,Sparklight|Paid Search|Brand,2771.07487026049,24.0,13490.0,3368.0
2021-05-28,Sparklight|Paid Search|Nonbrand,2686.95458791243,4.0,3360.0,278.0
2021-05-28,Sparklight|Paid Social| ,62.4340930642385,0.0,5614.0,22.0
2021-05-29,Cable One|Paid Search|Brand,898.526491984355,4.0,3337.0,845.0
2021-05-29,NewWave|Paid Search|Brand,377.372158313945,3.0,3300.0,551.0
2021-05-29,NewWave|Paid Search|Nonbrand,620.120357706473,1.0,4143.0,158.0
2021-05-29,NewWave|Paid Social| ,76.06803608283,0.0,7618.0,21.0
2021-05-29,Sparklight|Paid Search|Brand,1921.28131128042,32.0,8570.0,2252.0
2021-05-29,Sparklight|Paid Search|Nonbrand,1515.07052749946,3.0,2488.0,200.0
2021-05-29,Sparklight|Paid Social| ,159.524518642594,0.0,14098.0,32.0
2021-05-30,Cable One|Paid Search|Brand,782.713030808201,2.0,3860.0,776.0
2021-05-30,NewWave|Paid Search|Brand,286.060841228173,1.0,2610.0,320.0
2021-05-30,NewWave|Paid Search|Nonbrand,1548.14911875235,1.0,4005.0,260.0
2021-05-30,NewWave|Paid Social| ,124.299386450486,0.0,12940.0,41.0
2021-05-30,Sparklight|Paid Search|Brand,1882.04399467397,31.0,8944.0,2254.0
2021-05-30,Sparklight|Paid Search|Nonbrand,1042.29301743019,3.0,2268.0,148.0
2021-05-30,Sparklight|Paid Social| ,269.90736385967,0.0,32097.0,67.0
2021-05-31,Cable One|Paid Search|Brand,1096.83064394631,3.0,2902.0,719.0
2021-05-31,NewWave|Paid Search|Brand,328.503090623366,3.0,3407.0,566.0
2021-05-31,NewWave|Paid Search|Nonbrand,1289.34295497033,1.0,4201.0,197.0
2021-05-31,NewWave|Paid Social| ,129.662535800663,0.0,12957.0,56.0
2021-05-31,Sparklight|Paid Search|Brand,2449.18970919607,28.0,10090.0,3031.0
2021-05-31,Sparklight|Paid Search|Nonbrand,2507.57303753072,4.0,2972.0,266.0
2021-05-31,Sparklight|Paid Social| ,353.149479973174,0.0,30707.0,58.0
2021-06-01,Cable One|Paid Search|Brand,725.730153867247,5.0,2785.0,395.0
2021-06-01,NewWave|Paid Search|Brand,545.30597645066,3.0,1908.0,287.0
2021-06-01,NewWave|Paid Search|Nonbrand,878.017611351265,2.0,2670.0,160.0
2021-06-01,NewWave|Paid Social| ,905.154573737162,2.0,82241.0,171.0
2021-06-01,Sparklight|Paid Search|Brand,2890.33088118036,29.0,8486.0,2172.0
2021-06-01,Sparklight|Paid Search|Nonbrand,6163.03830576238,12.0,3793.0,423.0
2021-06-01,Sparklight|Paid Social| ,1331.84474586677,3.0,110555.0,217.0
2021-06-02,Cable One|Paid Search|Brand,741.65820543106,4.0,2762.0,366.0
2021-06-02,NewWave|Paid Search|Brand,681.690057747449,3.0,1927.0,328.0
2021-06-02,NewWave|Paid Search|Nonbrand,992.886845505923,2.0,2250.0,128.0
2021-06-02,NewWave|Paid Social| ,838.765695414689,2.0,69206.0,174.0
2021-06-02,Sparklight|Paid Search|Brand,3761.25778328917,30.0,9098.0,2762.0
2021-06-02,Sparklight|Paid Search|Nonbrand,6125.53021751439,12.0,3784.0,423.0
2021-06-02,Sparklight|Paid Social| ,1331.28134165931,3.0,108049.0,222.0
2021-06-03,Cable One|Paid Search|Brand,715.821843255796,2.0,3077.0,357.0
2021-06-03,NewWave|Paid Search|Brand,520.686445895253,4.0,1908.0,275.0
2021-06-03,NewWave|Paid Search|Nonbrand,1015.11396237356,2.0,2210.0,118.0
2021-06-03,NewWave|Paid Social| ,835.691473347949,2.0,68682.0,196.0
2021-06-03,Sparklight|Paid Search|Brand,3640.87195518159,27.0,9098.0,2780.0
2021-06-03,Sparklight|Paid Search|Nonbrand,6125.53021751439,12.0,3591.0,419.0
2021-06-03,Sparklight|Paid Social| ,1413.6913236617,3.0,99013.0,260.0
2021-06-04,Cable One|Paid Search|Brand,625.292407559098,3.0,2187.0,327.0
2021-06-04,NewWave|Paid Search|Brand,514.420250811732,4.0,1908.0,236.0
2021-06-04,NewWave|Paid Search|Nonbrand,982.099855286724,2.0,2109.0,118.0
2021-06-04,NewWave|Paid Social| ,821.144770126584,2.0,68682.0,180.0
2021-06-04,Sparklight|Paid Search|Brand,3994.22890478049,22.0,9325.0,2788.0
2021-06-04,Sparklight|Paid Search|Nonbrand,6158.11092141547,12.0,3507.0,419.0
2021-06-04,Sparklight|Paid Social| ,1425.34741020297,3.0,100498.0,258.0
2021-06-05,Cable One|Paid Search|Brand,441.391983959189,2.0,2555.0,215.0
2021-06-05,NewWave|Paid Search|Brand,417.455524505684,1.0,1904.0,215.0
2021-06-05,NewWave|Paid Search|Nonbrand,875.036829601903,2.0,2624.0,125.0
2021-06-05,NewWave|Paid Social| ,888.446025337324,1.0,71819.0,190.0
2021-06-05,Sparklight|Paid Search|Brand,2511.02538769287,22.0,7219.0,1717.0
2021-06-05,Sparklight|Paid Search|Nonbrand,3475.7233229526,7.0,2963.0,327.0
2021-06-05,Sparklight|Paid Social| ,1458.96050920679,3.0,100691.0,262.0
2021-06-06,Cable One|Paid Search|Brand,490.707413975046,3.0,2795.0,242.0
2021-06-06,NewWave|Paid Search|Brand,376.141531879736,2.0,1904.0,143.0
2021-06-06,NewWave|Paid Search|Nonbrand,861.419291317303,2.0,2714.0,144.0
2021-06-06,NewWave|Paid Social| ,1011.73467014497,1.0,98581.0,166.0
2021-06-06,Sparklight|Paid Search|Brand,2399.39589207035,21.0,7077.0,1650.0
2021-06-06,Sparklight|Paid Search|Nonbrand,3482.2131437107,7.0,2962.0,321.0
2021-06-06,Sparklight|Paid Social| ,1091.3359921186,3.0,90205.0,161.0
2021-06-07,Cable One|Paid Search|Brand,775.402970012579,5.0,2601.0,372.0
2021-06-07,NewWave|Paid Search|Brand,388.368998230986,2.0,1904.0,152.0
2021-06-07,NewWave|Paid Search|Nonbrand,924.49464135227,2.0,3605.0,132.0
2021-06-07,NewWave|Paid Social| ,924.581270420164,2.0,76887.0,182.0
2021-06-07,Sparklight|Paid Search|Brand,3171.73859837582,33.0,8502.0,2301.0
2021-06-07,Sparklight|Paid Search|Nonbrand,6468.34034057601,13.0,3812.0,422.0
2021-06-07,Sparklight|Paid Social| ,986.436764844564,3.0,103022.0,153.0
2021-06-08,Cable One|Paid Search|Brand,841.610836622962,4.0,2662.0,399.0
2021-06-08,NewWave|Paid Search|Brand,374.841375740538,2.0,1904.0,184.0
2021-06-08,NewWave|Paid Search|Nonbrand,962.07352270198,2.0,3618.0,144.0
2021-06-08,NewWave|Paid Social| ,1021.34178131842,2.0,94123.0,162.0
2021-06-08,Sparklight|Paid Search|Brand,3201.65717922328,26.0,8498.0,2172.0
2021-06-08,Sparklight|Paid Search|Nonbrand,6387.81947344681,13.0,3805.0,419.0
2021-06-08,Sparklight|Paid Social| ,954.718303712937,3.0,101132.0,148.0
2021-06-09,Cable One|Paid Search|Brand,823.443903806615,3.0,2605.0,403.0
2021-06-09,NewWave|Paid Search|Brand,480.315527204624,3.0,1908.0,287.0
2021-06-09,NewWave|Paid Search|Nonbrand,970.588477559817,2.0,3551.0,137.0
2021-06-09,NewWave|Paid Social| ,1207.29436540886,2.0,109408.0,223.0
2021-06-09,Sparklight|Paid Search|Brand,4557.52384477458,26.0,9098.0,2703.0
2021-06-09,Sparklight|Paid Search|Nonbrand,6175.08515607192,12.0,3796.0,419.0
2021-06-09,Sparklight|Paid Social| ,909.508934623971,3.0,96385.0,149.0
2021-06-10,Cable One|Paid Search|Brand,830.007576473812,3.0,2521.0,390.0
2021-06-10,NewWave|Paid Search|Brand,436.476166105451,3.0,1904.0,275.0
2021-06-10,NewWave|Paid Search|Nonbrand,1012.70520086866,2.0,3955.0,126.0
2021-06-10,NewWave|Paid Social| ,1258.5421136324,2.0,108618.0,214.0
2021-06-10,Sparklight|Paid Search|Brand,4676.52517253383,26.0,9098.0,2706.0
2021-06-10,Sparklight|Paid Search|Nonbrand,6298.56801768038,13.0,3603.0,411.0
2021-06-10,Sparklight|Paid Social| ,813.569934242823,2.0,95543.0,143.0
2021-06-11,Cable One|Paid Search|Brand,776.712774087293,6.0,2666.0,359.0
2021-06-11,NewWave|Paid Search|Brand,451.002428526646,2.0,1904.0,217.0
2021-06-11,NewWave|Paid Search|Nonbrand,1297.16844758984,2.0,4123.0,134.0
2021-06-11,NewWave|Paid Social| ,1104.76691213628,2.0,95602.0,182.0
2021-06-11,Sparklight|Paid Search|Brand,4873.92678570071,22.0,9325.0,2714.0
2021-06-11,Sparklight|Paid Search|Nonbrand,6298.56801768038,13.0,3519.0,407.0
2021-06-11,Sparklight|Paid Social| ,816.225501443285,2.0,93826.0,148.0
2021-06-12,Cable One|Paid Search|Brand,533.496535117902,3.0,2792.0,253.0
2021-06-12,NewWave|Paid Search|Brand,347.981167910126,1.0,1649.0,173.0
2021-06-12,NewWave|Paid Search|Nonbrand,1301.54770557847,2.0,4124.0,137.0
2021-06-12,NewWave|Paid Social| ,1073.4798904531,2.0,91946.0,198.0
2021-06-12,Sparklight|Paid Search|Brand,2757.75129222994,17.0,8307.0,2029.0
2021-06-12,Sparklight|Paid Search|Nonbrand,3490.57424627834,7.0,3012.0,318.0
2021-06-12,Sparklight|Paid Social| ,847.978338410667,3.0,95930.0,159.0
2021-06-13,Cable One|Paid Search|Brand,513.0765463226,3.0,2795.0,239.0
2021-06-13,NewWave|Paid Search|Brand,381.139420175702,2.0,1904.0,143.0
2021-06-13,NewWave|Paid Search|Nonbrand,1150.60647559541,2.0,4235.0,170.0
2021-06-13,NewWave|Paid Social| ,963.880270458895,2.0,92350.0,175.0
2021-06-13,Sparklight|Paid Search|Brand,2951.71461090527,17.0,7816.0,2032.0
2021-06-13,Sparklight|Paid Search|Nonbrand,3490.57424627834,7.0,3011.0,318.0
2021-06-13,Sparklight|Paid Social| ,849.679658614595,3.0,95293.0,151.0
2021-06-14,Cable One|Paid Search|Brand,857.578911988689,4.0,2653.0,399.0
2021-06-14,NewWave|Paid Search|Brand,406.63040642578,2.0,1904.0,205.0
2021-06-14,NewWave|Paid Search|Nonbrand,1251.13861394905,2.0,6953.0,155.0
2021-06-14,NewWave|Paid Social| ,839.103686508578,2.0,66209.0,142.0
2021-06-14,Sparklight|Paid Search|Brand,4617.42220967167,32.0,9098.0,2573.0
2021-06-14,Sparklight|Paid Search|Nonbrand,6268.5019914776,13.0,3828.0,416.0
2021-06-14,Sparklight|Paid Social| ,884.435121590298,3.0,97164.0,151.0
2021-06-15,Cable One|Paid Search|Brand,890.308513998447,2.0,2693.0,417.0
2021-06-15,NewWave|Paid Search|Brand,424.831880695566,4.0,1904.0,281.0
2021-06-15,NewWave|Paid Search|Nonbrand,1272.61277591955,2.0,6873.0,158.0
2021-06-15,NewWave|Paid Social| ,728.269524683953,3.0,62220.0,125.0
2021-06-15,Sparklight|Paid Search|Brand,4551.95656990999,28.0,9098.0,2573.0
2021-06-15,Sparklight|Paid Search|Nonbrand,6102.92115987443,12.0,3833.0,411.0
2021-06-15,Sparklight|Paid Social| ,801.981343368992,1.0,92064.0,155.0
2021-06-16,Cable One|Paid Search|Brand,937.892778794439,3.0,2744.0,450.0
2021-06-16,NewWave|Paid Search|Brand,504.456361637873,3.0,1908.0,287.0
2021-06-16,NewWave|Paid Search|Nonbrand,1384.65032118297,2.0,6595.0,138.0
2021-06-16,NewWave|Paid Social| ,720.373688529085,3.0,61556.0,112.0
2021-06-16,Sparklight|Paid Search|Brand,5988.77559413856,27.0,9098.0,2704.0
2021-06-16,Sparklight|Paid Search|Nonbrand,6120.0114008247,12.0,3816.0,411.0
2021-06-16,Sparklight|Paid Social| ,817.66738502397,2.0,92941.0,160.0
2021-06-17,Cable One|Paid Search|Brand,845.310709673609,3.0,2536.0,386.0
2021-06-17,NewWave|Paid Search|Brand,522.048880558787,1.0,1908.0,346.0
2021-06-17,NewWave|Paid Search|Nonbrand,1340.88100817974,2.0,6714.0,149.0
2021-06-17,NewWave|Paid Social| ,716.628648776161,3.0,60766.0,102.0
2021-06-17,Sparklight|Paid Search|Brand,5749.08040010751,27.0,9098.0,2721.0
2021-06-17,Sparklight|Paid Search|Nonbrand,6216.88679339541,13.0,3481.0,407.0
2021-06-17,Sparklight|Paid Social| ,804.419143973181,1.0,90354.0,141.0
2021-06-18,Cable One|Paid Search|Brand,719.864276400675,5.0,3048.0,355.0
2021-06-18,NewWave|Paid Search|Brand,497.510590584254,5.0,1908.0,270.0
2021-06-18,NewWave|Paid Search|Nonbrand,1277.89932437872,2.0,6908.0,143.0
2021-06-18,NewWave|Paid Social| ,718.984690210429,3.0,60766.0,97.0
2021-06-18,Sparklight|Paid Search|Brand,5572.18844691569,26.0,9325.0,2739.0
2021-06-18,Sparklight|Paid Search|Nonbrand,6216.88679339541,13.0,3396.0,408.0
2021-06-18,Sparklight|Paid Social| ,825.561169769995,2.0,88732.0,141.0
2021-06-19,Cable One|Paid Search|Brand,506.358083492798,3.0,2596.0,235.0
2021-06-19,NewWave|Paid Search|Brand,404.575856112782,4.0,1904.0,215.0
2021-06-19,NewWave|Paid Search|Nonbrand,1283.39293381507,2.0,6692.0,142.0
2021-06-19,NewWave|Paid Social| ,742.768581813402,1.0,61505.0,114.0
2021-06-19,Sparklight|Paid Search|Brand,2825.9816626797,20.0,8202.0,2071.0
2021-06-19,Sparklight|Paid Search|Nonbrand,3880.42265777542,8.0,3040.0,312.0
2021-06-19,Sparklight|Paid Social| ,863.777079832759,3.0,87296.0,144.0
2021-06-20,Cable One|Paid Search|Brand,513.661077099758,2.0,2786.0,235.0
2021-06-20,NewWave|Paid Search|Brand,421.856927546787,2.0,1904.0,212.0
2021-06-20,NewWave|Paid Search|Nonbrand,1250.46565181135,2.0,7326.0,139.0
2021-06-20,NewWave|Paid Social| ,747.54605819018,2.0,63204.0,114.0
2021-06-20,Sparklight|Paid Search|Brand,2965.07071151622,19.0,8206.0,2135.0
2021-06-20,Sparklight|Paid Search|Nonbrand,3880.42265777542,8.0,3041.0,311.0
2021-06-20,Sparklight|Paid Social| ,897.963180881443,3.0,85933.0,146.0
2021-06-21,Cable One|Paid Search|Brand,880.147949443586,1.0,2694.0,412.0
